상가업소번호,상호명,지점명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시군구명,행정동코드,행정동명,법정동명,도로명주소,경도,위도
MA010120220809128191,곰배국수,,음식,한식,국수/칼국수,한식 면 요리 전문점,경주시,47130615,용강동,용강동,경상북도 경주시 유림로13번길 163,129.2267168,35.87750838
MA010120220813018509,퀸네일,,수리·개인,이용·미용,네일숍,기타 미용업,경주시,47130630,동천동,동천동,경상북도 경주시 양정로251번길 7,129.2233433,35.85504491
MA010120220806737908,오수당,,숙박,일반 숙박,여관/모텔,기타 일반 및 생활 숙박시설 운영업,경주시,47130570,황남동,황남동,경상북도 경주시 첨성로81번길 28-13,129.2117767,35.8355076
MA010120220809102784,경주민물매운탕,,음식,한식,해산물 구이/찜,한식 일반 음식점업,경주시,47130660,보덕동,북군동,경상북도 경주시 북군2길 12-9,129.2629825,35.85287188
MA010120220811533540,일성가마솥,,음식,한식,돼지고기 구이/찜,한식 육류 요리 전문점,경주시,47130550,성건동,성건동,경상북도 경주시 동문로 90,129.2143968,35.85253411
MA010120220809103829,이주형세무회계사무소,,과학·기술,회계·세무,세무사,세무사업,경주시,47130530,황오동,성동동,경상북도 경주시 원화로 339,129.2171584,35.85114962
MA010120220814199720,이마트24경주미소지움점,,소매,종합 소매,편의점,체인화 편의점,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 외남로 1737-15,129.3415988,35.72072499
MA010120220805687189,피씨마트;경주컴퓨터수리;경주아이폰수리;샤오미경주,대리점,수리·개인,컴퓨터 수리,컴퓨터/노트북/프린터 수리업,컴퓨터 및 주변 기기 수리업,경주시,47130530,황오동,성동동,경상북도 경주시 원화로 338,129.2174747,35.85058513
MA010120220812358411,셀세모경주,외동점,수리·개인,자동차 수리·세차,자동차 세차장,자동차 세차업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 입실로 16,129.326515,35.70964661
MA010120220811723645,MAKER세차&광택,,수리·개인,자동차 수리·세차,자동차 세차장,자동차 세차업,경주시,47130621,황성동,황성동,경상북도 경주시 현진앞3길 32,129.2212799,35.88302433
MA010120220813666477,문화공간풍류마당,,교육,기타 교육,음악학원,음악학원,경주시,47130530,황오동,성동동,경상북도 경주시 동문로 34,129.214166,35.84742044
MA010120220803136052,러브컨템포러리아트,,소매,장식품 소매,예술품 소매업,예술품 및 골동품 소매업,경주시,47130650,불국동,진현동,경상북도 경주시 진티4길 11,129.3364472,35.78186105
MA010120220812271060,묭실,,수리·개인,이용·미용,미용실,두발 미용업,경주시,47130360,현곡면,현곡면,경상북도 경주시 현곡면 용담로 548-16,129.1745776,35.89029476
MA010120220811894365,마카다,,음식,비알코올 ,카페,커피 전문점,경주시,47130570,황남동,사정동,경상북도 경주시 포석로 1031,129.2093781,35.83320902
MA010120220811434453,한국꽃차마이스터교육원,,교육,기타 교육,기타 기술/직업 훈련학원,기타 기술 및 직업 훈련학원,경주시,47130340,산내면,산내면,경상북도 경주시 산내면 문복로 199-3,129.0643396,35.65365269
MA010120220809131068,가족공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 안강중앙로 213,129.2234821,35.9925128
MA010120220803115081,성불사대륜선원,,보건의료,기타 보건,유사 의료업,유사 의료업,경주시,47130330,내남면,내남면,경상북도 경주시 내남면 안심길 380-22,129.1358164,35.73195299
MA010120220813153945,봄이네분식,,음식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,경주시,47130630,동천동,동천동,경상북도 경주시 초당길19번길 27,129.2328651,35.84727249
MA010120220812113177,워시플레이스셀프빨래방,,수리·개인,세탁,셀프 빨래방,그 외 기타 달리 분류되지 않은 개인 서비스업,경주시,47130590,선도동,충효동,경상북도 경주시 충효녹지길 54-17,129.1852498,35.84305733
MA010120220811979415,그림,,숙박,일반 숙박,펜션,민박업,경주시,47130650,불국동,구정동,경상북도 경주시 새골길 49-29,129.3023169,35.78700683
MA010120220811549182,남일클린,,시설관리·임대,청소·방제,건축물 일반 청소업,건축물 일반 청소업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 송계길 4-3,129.3274482,35.70070827
MA010120220812226168,다복떡집,,음식,기타 간이,떡/한과,떡류 제조업,경주시,47130530,황오동,성동동,경상북도 경주시 화랑로 137-35,129.2158604,35.84507351
MA010120220814164399,크린토피아코인워시경주,동국대점,수리·개인,세탁,셀프 빨래방,가정용 세탁업,경주시,47130550,성건동,석장동,경상북도 경주시 석장1길 16-1,129.1899362,35.86256075
MA010120220810485451,정성을다한갈비찜,,음식,한식,돼지고기 구이/찜,한식 일반 음식점업,경주시,47130550,성건동,성건동,경상북도 경주시 금성로396번길 5-9,129.2072713,35.8538096
MA010120220814389148,우전생고기,,음식,한식,돼지고기 구이/찜,한식 육류 요리 전문점,경주시,47130621,황성동,황성동,경상북도 경주시 용담로104번길 29,129.2118917,35.86673565
MA010120220812955601,산대세탁소,,수리·개인,세탁,세탁소,가정용 세탁업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 구부랑길 57,129.1968533,36.00260858
MA010120220811499126,꽃내음하우스,,숙박,일반 숙박,여관/모텔,기타 일반 및 생활 숙박시설 운영업,경주시,47130650,불국동,구정동,경상북도 경주시 새골길 49-51,129.3023002,35.78796225
MA010120220811900920,장터돼지국밥,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130315,문무대왕면,문무대왕면,경상북도 경주시 문무대왕면 경감로 2314,129.4298268,35.80070563
MA010120220808847970,복권명당황남,,예술·스포츠,유원지·오락,복권 발행/판매업,복권 발행 및 판매업,경주시,47130570,황남동,황남동,경상북도 경주시 포석로 966,129.2100309,35.82722307
MA010120220806969678,경주초우관광농원,,숙박,일반 숙박,펜션,민박업,경주시,47130605,월성동,동방동,경상북도 경주시 산업로 3549-30,129.2566589,35.80859675
MA010120220812432992,화랑점,,소매,종합 소매,슈퍼마켓,빵류; 과자류 및 당류 소매업,경주시,47130605,월성동,구황동,경상북도 경주시 원효로272번길 2,129.2306455,35.84112359
MA010120220808125240,엘티더블유ENG,,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,건축 설계 및 관련 서비스업,경주시,47130360,현곡면,현곡면,경상북도 경주시 현곡면 지곡길 74-3,129.1637749,35.90104122
MA010120220812941990,만만한수학교습소,,교육,일반 교육,입시·교과학원,일반 교과학원,경주시,47130621,황성동,황성동,경상북도 경주시 원지길12번길 44-6,129.2196162,35.8646739
MA010120220808826276,네일에반하다,,수리·개인,이용·미용,네일숍,기타 미용업,경주시,47130630,동천동,동천동,경상북도 경주시 동천로49번길 16,129.2250629,35.85241807
MA010120220805955290,처갓집양념치킨,,음식,기타 간이,치킨,치킨 전문점,경주시,47130590,선도동,충효동,경상북도 경주시 충효녹지길 128-9,129.1774147,35.84548828
MA010120220813886104,꾸오레,,소매,시계·귀금속 소매,시계/귀금속 소매업,시계 및 귀금속 소매업,경주시,47130621,황성동,황성동,경상북도 경주시 황성로 21-3,129.2137315,35.86522404
MA010120220805337694,우정커피숍,,음식,비알코올 ,카페,기타 비알코올 음료점업,경주시,47130350,서면,서면,경상북도 경주시 서면 내서로 428-1,129.0500862,35.8930709
MA010120220809117122,범천매운탕,,음식,한식,해산물 구이/찜,한식 일반 음식점업,경주시,47130630,동천동,동천동,경상북도 경주시 백률로 63,129.2262704,35.85681079
MA010120220806723622,이오스풀빌라,,숙박,일반 숙박,펜션,민박업,경주시,47130250,감포읍,감포읍,경상북도 경주시 감포읍 동해안로 2702,129.5174533,35.84059026
MA010120220810802473,길복소주방,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130250,감포읍,감포읍,경상북도 경주시 감포읍 감포로6길 15-2,129.5033476,35.80405274
MA010120220807755616,제이코스,,소매,의약·화장품 소매,화장품 소매업,화장품; 비누 및 방향제 소매업,경주시,47130550,성건동,성건동,경상북도 경주시 금성로386번길 3-5,129.2072497,35.85262963
MA010120220809114964,세화토목설계공사,,과학·기술,기술 서비스,건물 및 토목 엔지니어링 서비스업,건물 및 토목 엔지니어링 서비스업,경주시,47130630,동천동,동천동,경상북도 경주시 동천로94번길 1,129.2267412,35.8562344
MA010120220809115214,강변집,,음식,한식,횟집,한식 해산물 요리 전문점,경주시,47130315,문무대왕면,문무대왕면,경상북도 경주시 문무대왕면 덕실길 45,129.4770512,35.74400557
MA010120220808527080,남포동돼지국밥,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 화전길 7,129.2180894,35.99077459
MA010120220811988841,옛고을,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 옥산서원길 204,129.164398,36.00874922
MA010120220813412629,힐링팜,,예술·스포츠,스포츠 서비스,볼링장,볼링장 운영업,경주시,47130340,산내면,산내면,경상북도 경주시 산내면 의곡중앙길 30,129.0469087,35.75784636
MA010120220806922769,사계절식당,,음식,한식,돼지고기 구이/찜,한식 육류 요리 전문점,경주시,47130256,건천읍,건천읍,경상북도 경주시 건천읍 내외로 3078-20,129.1478153,35.81035732
MA010120220802256296,문화조경,,시설관리·임대,조경·유지,조경 유지·관리 서비스업,조경관리 및 유지 서비스업,경주시,47130630,동천동,동천동,경상북도 경주시 동천로 39,129.2264833,35.85136456
MA010120220803131462,카다송자동차용품점,,소매,자동차 부품 소매,자동차 부품 소매업,기타 자동차 신품 부품 및 내장품 판매업,경주시,47130256,건천읍,건천읍,경상북도 경주시 건천읍 단석로 1820-4,129.0848116,35.83934608
MA010120220805236602,신라명가한식당,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130660,보덕동,신평동,경상북도 경주시 한국관광1번로 11,129.2863675,35.8439773
MA010120220803992437,황자노래연습장,,예술·스포츠,유원지·오락,노래방,노래 연습장 운영업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 입실로2길 9,129.3251989,35.71415923
MA010120220807160394,디에스,,시설관리·임대,기타 사업 서비스,포장/충전업,포장 및 충전업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 모화산단길 114,129.3220132,35.68280147
MA010120220803913685,세븐일레븐경주건천LH점,,소매,종합 소매,편의점,체인화 편의점,경주시,47130256,건천읍,건천읍,경상북도 경주시 건천읍 대곡용명길 25,129.1090591,35.84692425
MA010120220808561803,에스엠제이,,시설관리·임대,고용 알선,임시/일용 인력 공급업,임시 및 일용 인력 공급업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 계동1길 8,129.3337407,35.67707824
MA010120220805610727,시골보리밥,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130340,산내면,산내면,경상북도 경주시 산내면 문복로 181,129.0647825,35.65284312
MA010120220812225253,한경애드산업경주,,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,간판 및 광고물 제조업,경주시,47130621,황성동,황성동,경상북도 경주시 갓뒤동녘길 45-6,129.2193156,35.87294199
MA010120220804747756,현대전자,,소매,가전·통신 소매,가전제품 소매업,가전제품 소매업,경주시,47130590,선도동,서악동,경상북도 경주시 대경로 4875-1,129.189834,35.82625035
MA010120220812591790,삼에프,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130530,황오동,노서동,경상북도 경주시 원효로 77,129.2093293,35.84222037
MA010120220809124213,추억의닭발,,음식,주점,요리 주점,기타 주점업,경주시,47130550,성건동,성건동,경상북도 경주시 금성로 417,129.2066287,35.85498376
MA010120220809130434,문화조개구이,,음식,한식,해산물 구이/찜,한식 일반 음식점업,경주시,47130320,양남면,양남면,경상북도 경주시 양남면 양남항구길 92,129.475616,35.69693955
MA010120220809130786,건천주유소,,소매,연료 소매,주유소,운송장비용 주유소 운영업,경주시,47130256,건천읍,건천읍,경상북도 경주시 건천읍 내서로 1080,129.1007211,35.85179194
MA010120220809131295,서면주유소,,소매,연료 소매,주유소,운송장비용 주유소 운영업,경주시,47130350,서면,서면,경상북도 경주시 서면 내서로 434,129.0505232,35.89283817
MA010120220809113958,보떼미용실,,수리·개인,이용·미용,미용실,두발 미용업,경주시,47130650,불국동,시래동,경상북도 경주시 구매택지2길 33,129.3101988,35.77392576
MA010120220812237831,엔제스케이크,,음식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,경주시,47130550,성건동,성건동,경상북도 경주시 북문로47번길 32,129.2078973,35.85283398
MA010120220805256026,킹노래가요주점,,음식,주점,일반 유흥 주점,일반 유흥 주점업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 구부랑3길 18,129.194929,36.00119317
MA010120220805460908,독도회식당,,음식,한식,횟집,한식 해산물 요리 전문점,경주시,47130630,동천동,동천동,경상북도 경주시 탈해로 34,129.2291397,35.84899961
MA010120220809128949,썬바이크,,소매,모터사이클 소매,모터사이클 및 부품 소매업,모터사이클 및 부품 소매업,경주시,47130621,황성동,황성동,경상북도 경주시 원화로 379-1,129.2183597,35.85454238
MA010120220809123788,공단휴게실,,소매,종합 소매,슈퍼마켓,기타 음ㆍ식료품 위주 종합 소매업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 냉천제내공단길 70,129.2989718,35.72036696
MA010120220809110035,이모네,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130621,황성동,황성동,경상북도 경주시 공단로 52,129.2190291,35.87378525
MA010120220813992106,추억사진관,,과학·기술,사진 촬영,사진촬영업,사진 처리업,경주시,47130615,용강동,용강동,경상북도 경주시 원화로 493,129.2220115,35.86443137
MA010120220804735837,난갈비장터다,,음식,기타 간이,치킨,치킨 전문점,경주시,47130530,황오동,성동동,경상북도 경주시 화랑로 137-28,129.2159635,35.84480129
MA010120220806741136,대성전자,,수리·개인,통신장비 수리,핸드폰/통신장비 수리업,통신장비 수리업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 산업로 1780,129.3358257,35.67359581
MA010120220805469457,모카,,숙박,일반 숙박,펜션,기타 일반 및 생활 숙박시설 운영업,경주시,47130660,보덕동,북군동,경상북도 경주시 서낭길 122-6,129.2664188,35.86238505
MA010120220803376622,밀레니엄,,숙박,일반 숙박,펜션,민박업,경주시,47130650,불국동,하동,경상북도 경주시 하동1길 39-7,129.3100634,35.79407545
MA010120220814253561,뜰네일,,수리·개인,이용·미용,네일숍,기타 미용업,경주시,47130630,동천동,동천동,경상북도 경주시 탈해로 19-6,129.228323,35.84789747
MA010120220809110501,원주식당,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130250,감포읍,감포읍,경상북도 경주시 감포읍 감포로 151,129.5025149,35.80747583
MA010120220809110778,청하목욕탕,,수리·개인,욕탕·신체관리,목욕탕/사우나,욕탕업,경주시,47130550,성건동,성건동,경상북도 경주시 동성로 21,129.202774,35.84367432
MA010120220809110958,모드니이용원,,수리·개인,이용·미용,미용실,이용업,경주시,47130621,황성동,황성동,경상북도 경주시 황성로15번길 10-1,129.2129246,35.86526594
MA010120220809110998,예뻐너,,소매,섬유·의복·신발 소매,남성 의류 소매업,남자용 겉옷 소매업,경주시,47130570,황남동,사정동,경상북도 경주시 사정로 54,129.2089246,35.83640706
MA010120220809112151,대구막창,,음식,한식,곱창 전골/구이,한식 육류 요리 전문점,경주시,47130630,동천동,동천동,경상북도 경주시 양정로 197,129.2239989,35.8503834
MA010120220809113297,용강자동차정비,,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,경주시,47130621,황성동,황성동,경상북도 경주시 현진앞3길 34,129.2212799,35.88302433
MA010120220809128379,은행코너,,소매,기타 생활용품 소매,주방/가정용품 소매업,주방용품 및 가정용 유리; 요업제품 소매업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 안강중앙로 226-32,129.2250369,35.99102431
MA010120220809128869,퀸,,소매,섬유·의복·신발 소매,여성 의류 소매업,여자용 겉옷 소매업,경주시,47130360,현곡면,현곡면,경상북도 경주시 현곡면 용담로 477-39,129.1779193,35.88212478
MA010120220814065092,에프엠원,,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,경주시,47130615,용강동,용강동,경상북도 경주시 소금강로61번길 71,129.2240302,35.86576358
MA010120220812339691,동네키즈카페,,예술·스포츠,스포츠 서비스,기타 스포츠시설 운영업,그 외 기타 스포츠시설 운영업,경주시,47130621,황성동,황성동,경상북도 경주시 용담로 24-31,129.219514,35.86140501
MA010120220803396301,커피명가양남점,,음식,비알코올 ,카페,커피 전문점,경주시,47130320,양남면,양남면,경상북도 경주시 양남면 동해안로 440,129.4707505,35.6824432
MA010120220814305388,올래양꼬치,,음식,중식,중국집,중식 음식점업,경주시,47130630,동천동,동천동,경상북도 경주시 동천로86번길 1,129.2267339,35.85557678
MA010120220802948416,이현헤어,,수리·개인,이용·미용,미용실,두발 미용업,경주시,47130621,황성동,황성동,경상북도 경주시 갓뒤길3번길 14,129.2169236,35.87172472
MA010120220805318634,또와분식,,음식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,경주시,47130320,양남면,양남면,경상북도 경주시 양남면 동해안로 653,129.4707411,35.70039152
MA010120220814347889,퀸스킨,,수리·개인,이용·미용,피부 관리실,피부 미용업,경주시,47130590,선도동,충효동,경상북도 경주시 충효중앙길 22-9,129.1884884,35.84291727
MA010120220813216645,황진이노래궁,,음식,주점,일반 유흥 주점,일반 유흥 주점업,경주시,47130630,동천동,동천동,경상북도 경주시 양정로 243-1,129.2238841,35.85459339
MA010120220813291785,영무무에타이킥복싱,,교육,기타 교육,태권도/무술학원,태권도 및 무술 교육기관,경주시,47130621,황성동,황성동,경상북도 경주시 황성로 34-4,129.2149792,35.86590384
MA010120220802510527,데스티노,,숙박,일반 숙박,여관/모텔,기타 일반 및 생활 숙박시설 운영업,경주시,47130650,불국동,구정동,경상북도 경주시 새골길 49-43,129.302469,35.78767969
MA010120220814094501,고속역사주유소,,소매,연료 소매,주유소,운송장비용 주유소 운영업,경주시,47130590,선도동,광명동,경상북도 경주시 대경로 4391,129.1458017,35.81938588
MA010120220809986890,만복공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,경주시,47130380,천북면,천북면,경상북도 경주시 천북면 모아동산길 79-23,129.2552853,35.91787287
MA010120220810332478,동해석유,,소매,연료 소매,가정용 연료 소매업,가정용 액체 연료 소매업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 화전중앙길 55-3,129.2155036,35.98870499
MA010120220812390441,네일디어와이,,수리·개인,이용·미용,네일숍,기타 미용업,경주시,47130630,동천동,동천동,경상북도 경주시 초당길23번길 15,129.2323992,35.84644319
MA010120220809122752,새서울약국,,소매,의약·화장품 소매,약국,의약품 및 의료용품 소매업,경주시,47130650,불국동,시래동,경상북도 경주시 산업로 3014-5,129.3002548,35.77570228
MA010120220805363453,포차안주,,음식,한식,횟집,한식 해산물 요리 전문점,경주시,47130320,양남면,양남면,경상북도 경주시 양남면 하서중앙길 56-28,129.4636531,35.67538063
MA010120220808731568,핫도그트럭서라벌대점,,음식,기타 간이,그 외 기타 간이 음식점,간이 음식 포장 판매 전문점,경주시,47130590,선도동,충효동,경상북도 경주시 충효녹지길 34,129.1871368,35.84165339
MA010120220808397281,공단식당,,음식,한식,횟집,한식 해산물 요리 전문점,경주시,47130380,천북면,천북면,경상북도 경주시 천북면 천북산단로1길 3,129.2714049,35.94197754
MA010120220812060704,미림인테리어,,과학·기술,전문 디자인,인테리어 디자인업,도배; 실내 장식 및 내장 목공사업,경주시,47130550,성건동,성건동,경상북도 경주시 봉황로145번길 3-4,129.2096235,35.85242379
MA010120220812227523,예가공인중개사,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,경주시,47130615,용강동,용강동,경상북도 경주시 용황로7길 8,129.2261291,35.88498888
MA010120220808842826,경주한우,,음식,한식,소고기 구이/찜,한식 육류 요리 전문점,경주시,47130380,천북면,천북면,경상북도 경주시 천북면 모아동산길 8,129.2454106,35.91964385
MA010120220809121217,한양식당,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130380,천북면,천북면,경상북도 경주시 천북면 천북로 361,129.2688218,35.89579488
MA010120220809123168,GS25충효대로점,,소매,종합 소매,편의점,체인화 편의점,경주시,47130590,선도동,충효동,경상북도 경주시 태종로 458,129.1800973,35.84322304
MA010120220813355998,팡팡키즈카페,,예술·스포츠,유원지·오락,기타 오락장,기타 오락장 운영업,경주시,47130615,용강동,용강동,경상북도 경주시 용황로13길 41,129.2322723,35.88531632
MA010120220809104398,아델리아,,숙박,일반 숙박,여관/모텔,기타 일반 및 생활 숙박시설 운영업,경주시,47130650,불국동,하동,경상북도 경주시 하동분접안길 14-13,129.3055116,35.80647996
MA010120220806439508,유림장식유림건강원,,소매,식료품 소매,건강보조식품 소매업,벽지; 마루덮개 및 장판류 소매업,경주시,47130621,황성동,황성동,경상북도 경주시 황성로 27,129.214251,35.8655929
MA010120220803878061,디테일즈,경주지점,소매,섬유·의복·신발 소매,기타 의류 소매업,셔츠 및 블라우스 소매업,경주시,47130590,선도동,충효동,경상북도 경주시 충효2길 39-4,129.1888777,35.84419867
MA010120220809270360,란게스트하우스,,숙박,일반 숙박,펜션,민박업,경주시,47130570,황남동,사정동,경상북도 경주시 국당2길 12-7,129.2073192,35.82599344
MA010120220811513962,오케이노래한마당,,예술·스포츠,유원지·오락,노래방,노래 연습장 운영업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 산업로 1832,129.3341719,35.67785378
MA010120220809112649,자화육각수제조기,,시설관리·임대,가정용품 대여,기타 개인/가정용품 대여업,그 외 기타 개인 및 가정용품 임대업,경주시,47130630,동천동,동천동,경상북도 경주시 동천로 63-1,129.2263308,35.85343077
MA010120220809124071,모모제인,,숙박,일반 숙박,펜션,민박업,경주시,47130530,황오동,황오동,경상북도 경주시 동성로 129-7,129.2144666,35.84350437
MA010120220808713081,경희대유림태권도,,교육,기타 교육,태권도/무술학원,태권도 및 무술 교육기관,경주시,47130621,황성동,황성동,경상북도 경주시 용담로116번길 59,129.2131121,35.86921806
MA010120220800662540,비비인터네셔널,,소매,오락용품 소매,운동용품 소매업,운동 및 경기용품 소매업,경주시,47130621,황성동,황성동,경상북도 경주시 황성로 19,129.2137934,35.86506071
MA010120220809124437,조선일보경주지국,,과학·기술,광고,광고 대행업,계약배달 판매업,경주시,47130550,성건동,성건동,경상북도 경주시 금성로319번길 36,129.2031366,35.84637982
MA010120220809101219,세시봉,,음식,기타 간이,치킨,치킨 전문점,경주시,47130660,보덕동,신평동,경상북도 경주시 보문로 424-11,129.2863675,35.8439773
MA010120220809112285,건축사사무소대림,,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,건축 설계 및 관련 서비스업,경주시,47130615,용강동,용강동,경상북도 경주시 양정로 336,129.2229783,35.86258437
MA010120220808592645,가인테크,,시설관리·임대,고용 알선,임시/일용 인력 공급업,임시 및 일용 인력 공급업,경주시,47130550,성건동,성건동,경상북도 경주시 공영주택길 27,129.2098356,35.85487974
MA010120220803916320,텐퍼센트용황점,,음식,비알코올 ,카페,커피 전문점,경주시,47130615,용강동,용강동,경상북도 경주시 용황로 69,129.2256045,35.8832596
MA010120220804041615,협성휴포레공인중개사무소,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,경주시,47130615,용강동,용강동,경상북도 경주시 용황구획4길 35,129.2269961,35.88313468
MA010120220809650642,청온채,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130570,황남동,사정동,경상북도 경주시 포석로1079번길 8-5,129.2087922,35.8376169
MA010120220809124876,신원음향,,소매,가전·통신 소매,가전제품 소매업,가전제품 소매업,경주시,47130550,성건동,성건동,경상북도 경주시 공영주택길 33,129.2103963,35.85474328
MA010120220809127604,사나래카라반펜션,,숙박,일반 숙박,펜션,기타 일반 및 생활 숙박시설 운영업,경주시,47130340,산내면,산내면,경상북도 경주시 산내면 대현길 353-6,129.0773798,35.70396156
MA010120220805648140,크린에이드충효이안점,,수리·개인,세탁,세탁소,세탁물 공급업,경주시,47130590,선도동,충효동,경상북도 경주시 충효2길 13,129.188559,35.84186176
MA010120220809115276,BHC용강,행복점,음식,기타 간이,치킨,치킨 전문점,경주시,47130615,용강동,용강동,경상북도 경주시 승삼북길 25,129.2307678,35.87826214
MA010120220809130179,이디야커피황성유림점,,음식,비알코올 ,카페,커피 전문점,경주시,47130621,황성동,황성동,경상북도 경주시 용담로92번길 66,129.2154381,35.86886881
MA010120220814352861,현대상회,,소매,장식품 소매,기념품점,기념품; 관광 민예품 및 장식용품 소매업,경주시,47130650,불국동,진현동,경상북도 경주시 불국신택지6길 6,129.3282096,35.78452577
MA010120220813581710,젠틀엠,,수리·개인,이용·미용,미용실,두발 미용업,경주시,47130530,황오동,성동동,경상북도 경주시 동문로 69,129.2140262,35.85074787
MA010120220811959769,부산통닭,동천점,음식,기타 간이,치킨,치킨 전문점,경주시,47130630,동천동,동천동,경상북도 경주시 대안길 69,129.2228616,35.85602695
MA010120220804968183,펜션하랑,,숙박,일반 숙박,펜션,기타 일반 및 생활 숙박시설 운영업,경주시,47130650,불국동,하동,경상북도 경주시 보불로 126-78,129.3160282,35.79534823
MA010120220805092587,바론뷰티,,수리·개인,이용·미용,피부 관리실,피부 미용업,경주시,47130615,용강동,용강동,경상북도 경주시 용황구획4길 38-3,129.2276112,35.88256463
MA010120220813214659,컴포즈커피경주,동천점,음식,비알코올 ,카페,커피 전문점,경주시,47130630,동천동,동천동,경상북도 경주시 동천로 67-1,129.2264505,35.85375292
MA010120220812005914,서원유통탑마트경주,황성점,소매,종합 소매,슈퍼마켓,슈퍼마켓,경주시,47130621,황성동,황성동,경상북도 경주시 용담로104번길 25,129.2110622,35.86636348
MA010120220809128800,김명진공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,경주시,47130550,성건동,석장동,경상북도 경주시 석장1길 29-36,129.1873259,35.86263535
MA010120220809290074,쿠우동,,음식,일식,일식 면 요리,일식 음식점업,경주시,47130570,황남동,황남동,경상북도 경주시 포석로1068번길 15-4,129.2114116,35.83630724
MA010120220809126807,경주자전거,백화점,소매,오락용품 소매,자전거 소매업,자전거 및 기타 운송장비 소매업,경주시,47130570,황남동,사정동,경상북도 경주시 태종로 700,129.2045887,35.83846902
MA010120220806744729,연효재,,예술·스포츠,유원지·오락,기타 오락관련 서비스업,그 외 기타 분류 안된 오락관련 서비스업,경주시,47130330,내남면,내남면,경상북도 경주시 내남면 박달로 410-5,129.1108857,35.73240214
MA010120220813617589,황남쫀드기,,음식,기타 간이,그 외 기타 간이 음식점,간이 음식 포장 판매 전문점,경주시,47130570,황남동,황남동,경상북도 경주시 포석로 1078,129.2098319,35.83720131
MA010120220804580950,드림마트,,소매,종합 소매,슈퍼마켓,슈퍼마켓,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 입실시장길 7-3,129.3252985,35.71454475
MA010120220812834496,에스지#,,소매,의약·화장품 소매,화장품 소매업,화장품; 비누 및 방향제 소매업,경주시,47130530,황오동,황오동,경상북도 경주시 태종로791번길 23,129.2145255,35.84283651
MA010120220805563120,행복상사,,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,경주시,47130605,월성동,인왕동,경상북도 경주시 원화로 173,129.2201707,35.83653312
MA010120220805357090,서오,,음식,비알코올 ,카페,커피 전문점,경주시,47130605,월성동,남산동,경상북도 경주시 남산1길 16-1,129.2415239,35.79668892
MA010120220809124573,안경나라충효점,,소매,안경·정밀기기 소매,안경렌즈 소매업,안경 및 렌즈 소매업,경주시,47130590,선도동,충효동,경상북도 경주시 충효녹지길 44,129.18616,35.84195049
